Product ID,Date,Demand Store ID,Sales Quantity,Demand Price,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments,Inventory Store ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days),Pricing Store ID,Pricing Price,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index
9817,2024-05-10,2,467,52.82,Yes,Holiday,Weather,Increasing,Budget,36,442,11,19,40,2024-07-15,3960,14,94,41.63,83.93,38.09,13,4,15.58,5.88,1.92
9817,2024-05-10,2,467,52.82,Yes,Holiday,Weather,Increasing,Budget,19,893,23,16,56,2024-06-04,1175,12,94,41.63,83.93,38.09,13,4,15.58,5.88,1.92
1206,2024-03-09,82,322,36.76,No,Holiday,Competitor Pricing,Increasing,Premium,75,686,14,1,182,2024-06-02,2787,7,22,55.25,8.2,32.25,497,3,4.21,3.01,2.31
6410,2024-12-24,27,381,81.72,Yes,,Competitor Pricing,Stable,Budget,68,152,13,16,138,2024-06-08,3294,3,39,6.85,14.05,42.26,348,3,9.62,5.58,1.61
6410,2024-12-24,27,381,81.72,Yes,,Competitor Pricing,Stable,Budget,68,152,13,16,138,2024-06-08,3294,3,77,30.98,50.09,22.22,268,4,11.88,2.55,1.57
6410,2024-12-24,27,381,81.72,Yes,,Competitor Pricing,Stable,Budget,57,98,12,19,51,2024-09-01,4192,9,39,6.85,14.05,42.26,348,3,9.62,5.58,1.61
6410,2024-12-24,27,381,81.72,Yes,,Competitor Pricing,Stable,Budget,57,98,12,19,51,2024-09-01,4192,9,77,30.98,50.09,22.22,268,4,11.88,2.55,1.57
6410,2024-12-24,27,381,81.72,Yes,,Competitor Pricing,Stable,Budget,9,22,12,12,66,2024-09-09,3088,9,39,6.85,14.05,42.26,348,3,9.62,5.58,1.61
6410,2024-12-24,27,381,81.72,Yes,,Competitor Pricing,Stable,Budget,9,22,12,12,66,2024-09-09,3088,9,77,30.98,50.09,22.22,268,4,11.88,2.55,1.57
6410,2024-12-24,27,381,81.72,Yes,,Competitor Pricing,Stable,Budget,27,331,6,0,35,2024-04-11,3215,14,39,6.85,14.05,42.26,348,3,9.62,5.58,1.61
6410,2024-12-24,27,381,81.72,Yes,,Competitor Pricing,Stable,Budget,27,331,6,0,35,2024-04-11,3215,14,77,30.98,50.09,22.22,268,4,11.88,2.55,1.57
9964,2024-12-09,96,252,65.22,Yes,Festival,,Increasing,Premium,53,307,9,5,28,2024-12-09,3312,9,23,58.53,31.78,44.8,32,2,4.68,1.19,2.49
9964,2024-12-09,96,252,65.22,Yes,Festival,,Increasing,Premium,53,307,9,5,28,2024-12-09,3312,9,13,43.25,17.91,20.44,118,4,6.67,4.32,1.99
2288,2024-11-29,17,140,39.79,Yes,Festival,Economic Indicator,Increasing,Regular,74,649,29,2,15,2024-08-02,1602,13,30,11.61,43.77,3.23,58,2,2.25,9.67,2.48
5324,2024-05-18,47,71,66.76,No,,Weather,Decreasing,Budget,7,99,26,6,105,2024-04-15,1635,8,47,65.86,72.01,2.67,32,3,12.72,9.44,2.43
5324,2024-05-18,47,71,66.76,No,,Weather,Decreasing,Budget,7,99,26,6,105,2024-04-15,1635,8,95,12.0,93.84,35.98,218,4,16.88,6.25,1.87
6592,2024-08-23,28,378,98.12,No,Holiday,Competitor Pricing,Stable,Regular,88,686,19,11,152,2024-07-14,3142,8,14,89.31,21.96,22.27,246,4,4.66,8.01,1.4
6592,2024-08-23,28,378,98.12,No,Holiday,Competitor Pricing,Stable,Regular,88,686,19,11,152,2024-07-14,3142,8,96,67.88,64.97,31.85,194,1,0.16,2.76,0.95
8498,2024-01-22,59,273,19.82,No,,Economic Indicator,Stable,Regular,98,546,3,17,143,2024-06-19,3879,5,12,52.51,68.98,4.18,35,2,2.05,4.42,1.21
2338,2024-07-31,90,230,46.38,Yes,,Competitor Pricing,Stable,Premium,43,789,19,0,132,2024-10-03,2194,3,44,39.7,64.96,10.32,346,1,12.99,5.12,1.32
8532,2024-09-01,72,2,93.36,No,Holiday,,Stable,Regular,85,529,18,5,10,2024-10-16,4775,3,6,64.33,96.93,38.76,448,4,6.12,3.57,0.99
8532,2024-09-01,72,2,93.36,No,Holiday,,Stable,Regular,56,393,17,7,27,2024-08-18,4596,6,6,64.33,96.93,38.76,448,4,6.12,3.57,0.99
6335,2024-03-17,70,158,58.89,Yes,,,Decreasing,Premium,61,986,15,6,163,2024-03-10,4074,4,10,29.89,59.16,42.43,168,1,4.59,3.52,1.34
6335,2024-03-17,70,158,58.89,Yes,,,Decreasing,Premium,11,488,20,10,56,2024-11-03,4146,1,10,29.89,59.16,42.43,168,1,4.59,3.52,1.34
6335,2024-03-17,70,158,58.89,Yes,,,Decreasing,Premium,6,195,24,1,150,2024-09-04,4430,14,10,29.89,59.16,42.43,168,1,4.59,3.52,1.34
4783,2024-02-26,50,215,86.17,No,Festival,,Decreasing,Regular,66,680,20,11,14,2024-06-23,3468,6,91,40.61,35.99,0.91,146,4,5.89,2.7,1.19
6985,2024-08-27,78,455,7.55,Yes,Festival,Competitor Pricing,Decreasing,Regular,99,806,23,2,186,2024-12-25,1793,10,88,67.32,90.84,32.21,251,2,10.52,8.23,1.96
6985,2024-08-27,78,455,7.55,Yes,Festival,Competitor Pricing,Decreasing,Regular,99,806,23,2,186,2024-12-25,1793,10,44,71.11,78.16,20.0,413,1,9.26,5.71,2.21
6985,2024-08-27,78,455,7.55,Yes,Festival,Competitor Pricing,Decreasing,Regular,99,806,23,2,186,2024-12-25,1793,10,96,96.8,57.38,18.6,295,1,4.0,5.34,1.26
6739,2024-06-14,5,317,12.65,No,Holiday,Competitor Pricing,Increasing,Premium,19,905,3,2,88,2024-04-05,1030,2,26,89.01,98.97,44.05,195,4,3.07,8.87,0.87
5747,2024-04-06,98,234,6.04,No,Holiday,,Decreasing,Premium,59,309,6,3,51,2024-05-29,4044,2,76,54.35,83.96,23.77,78,1,4.73,9.42,0.51
9141,2024-02-02,29,84,37.49,Yes,Festival,,Increasing,Premium,39,910,14,13,169,2024-12-19,3395,8,99,69.51,59.34,34.78,456,3,19.24,9.11,1.69
9141,2024-02-02,29,84,37.49,Yes,Festival,,Increasing,Premium,60,79,21,0,117,2024-04-14,4244,12,99,69.51,59.34,34.78,456,3,19.24,9.11,1.69
9801,2024-03-23,21,369,11.71,No,Holiday,Economic Indicator,Decreasing,Regular,59,318,26,0,125,2024-01-21,1772,2,25,41.05,48.32,9.67,352,2,19.52,9.62,0.73
9222,2024-08-18,4,477,26.71,No,,Competitor Pricing,Decreasing,Premium,4,207,1,15,92,2024-09-08,1342,7,16,32.83,13.64,26.12,202,2,6.22,8.38,1.85
9222,2024-08-18,4,477,26.71,No,,Competitor Pricing,Decreasing,Premium,4,207,1,15,92,2024-09-08,1342,7,28,46.81,90.65,37.25,416,4,18.21,5.32,0.5
9222,2024-08-18,4,477,26.71,No,,Competitor Pricing,Decreasing,Premium,67,72,24,2,188,2024-08-25,4109,8,16,32.83,13.64,26.12,202,2,6.22,8.38,1.85
9222,2024-08-18,4,477,26.71,No,,Competitor Pricing,Decreasing,Premium,67,72,24,2,188,2024-08-25,4109,8,28,46.81,90.65,37.25,416,4,18.21,5.32,0.5
8158,2024-10-15,97,441,96.2,No,Holiday,Competitor Pricing,Decreasing,Regular,59,707,28,7,147,2024-06-27,4248,7,85,52.73,23.76,32.82,430,2,2.16,8.0,1.41
8688,2024-01-06,58,163,84.72,No,Holiday,,Stable,Regular,86,915,8,19,106,2024-01-20,3429,3,28,28.46,27.62,34.21,252,2,1.62,3.48,2.45
2230,2024-09-05,49,233,40.71,Yes,Holiday,Competitor Pricing,Increasing,Regular,83,399,17,5,119,2024-12-25,2988,13,34,68.29,14.3,39.55,112,3,10.0,3.12,1.31
2100,2024-11-30,14,348,25.31,Yes,Holiday,Weather,Stable,Budget,90,384,26,13,192,2024-06-27,4350,6,96,87.2,23.28,6.49,342,1,11.64,7.99,2.43
2100,2024-11-30,14,348,25.31,Yes,Holiday,Weather,Stable,Budget,43,627,16,18,178,2024-03-30,3110,2,96,87.2,23.28,6.49,342,1,11.64,7.99,2.43
2997,2024-11-07,4,343,12.33,No,,,Stable,Regular,91,931,5,5,197,2024-02-28,1746,5,9,37.75,66.67,31.88,365,1,2.44,2.31,0.84
2997,2024-11-07,4,343,12.33,No,,,Stable,Regular,91,931,5,5,197,2024-02-28,1746,5,56,48.53,68.9,37.12,69,1,9.31,1.32,1.05
6545,2024-04-25,21,352,66.21,No,Festival,Competitor Pricing,Stable,Regular,28,987,17,9,61,2024-01-20,3453,9,9,6.65,83.83,26.99,341,4,4.18,6.84,1.02
6545,2024-04-25,21,352,66.21,No,Festival,Competitor Pricing,Stable,Regular,28,987,17,9,61,2024-01-20,3453,9,12,94.44,8.99,23.84,197,3,14.68,5.82,0.92
6545,2024-04-25,21,352,66.21,No,Festival,Competitor Pricing,Stable,Regular,68,223,13,13,127,2024-05-26,2244,12,9,6.65,83.83,26.99,341,4,4.18,6.84,1.02
6545,2024-04-25,21,352,66.21,No,Festival,Competitor Pricing,Stable,Regular,68,223,13,13,127,2024-05-26,2244,12,12,94.44,8.99,23.84,197,3,14.68,5.82,0.92
6545,2024-04-25,21,352,66.21,No,Festival,Competitor Pricing,Stable,Regular,76,7,6,4,42,2024-04-12,2432,6,9,6.65,83.83,26.99,341,4,4.18,6.84,1.02
6545,2024-04-25,21,352,66.21,No,Festival,Competitor Pricing,Stable,Regular,76,7,6,4,42,2024-04-12,2432,6,12,94.44,8.99,23.84,197,3,14.68,5.82,0.92
8758,2024-07-25,26,119,5.43,No,,Economic Indicator,Increasing,Premium,81,649,5,7,106,2024-04-29,4958,7,35,63.6,94.55,18.39,265,1,1.1,9.82,0.55
1320,2024-10-01,25,187,48.7,No,Holiday,Competitor Pricing,Increasing,Premium,61,119,8,17,62,2024-01-25,3453,3,60,50.33,9.21,34.05,54,1,9.86,8.78,1.1
1320,2024-10-01,25,187,48.7,No,Holiday,Competitor Pricing,Increasing,Premium,87,474,1,3,156,2024-07-05,3341,7,60,50.33,9.21,34.05,54,1,9.86,8.78,1.1
6040,2024-10-27,3,477,51.77,Yes,Holiday,Competitor Pricing,Increasing,Regular,3,982,16,3,80,2024-11-30,4327,5,47,12.3,49.97,33.89,25,4,13.92,4.41,0.63
6040,2024-10-27,3,477,51.77,Yes,Holiday,Competitor Pricing,Increasing,Regular,3,982,16,3,80,2024-11-30,4327,5,70,26.09,56.05,33.03,238,1,17.38,3.48,1.94
6040,2024-10-27,3,477,51.77,Yes,Holiday,Competitor Pricing,Increasing,Regular,21,356,23,17,14,2024-07-17,2583,4,47,12.3,49.97,33.89,25,4,13.92,4.41,0.63
6040,2024-10-27,3,477,51.77,Yes,Holiday,Competitor Pricing,Increasing,Regular,21,356,23,17,14,2024-07-17,2583,4,70,26.09,56.05,33.03,238,1,17.38,3.48,1.94
6040,2024-10-27,3,477,51.77,Yes,Holiday,Competitor Pricing,Increasing,Regular,13,596,16,6,165,2024-06-07,2609,1,47,12.3,49.97,33.89,25,4,13.92,4.41,0.63
6040,2024-10-27,3,477,51.77,Yes,Holiday,Competitor Pricing,Increasing,Regular,13,596,16,6,165,2024-06-07,2609,1,70,26.09,56.05,33.03,238,1,17.38,3.48,1.94
6040,2024-10-27,3,477,51.77,Yes,Holiday,Competitor Pricing,Increasing,Regular,29,388,5,7,122,2024-09-09,1349,2,47,12.3,49.97,33.89,25,4,13.92,4.41,0.63
6040,2024-10-27,3,477,51.77,Yes,Holiday,Competitor Pricing,Increasing,Regular,29,388,5,7,122,2024-09-09,1349,2,70,26.09,56.05,33.03,238,1,17.38,3.48,1.94
3434,2024-01-09,30,483,80.07,Yes,Festival,Competitor Pricing,Stable,Budget,23,244,3,13,136,2024-10-05,4063,8,63,9.67,20.74,12.53,42,4,9.74,5.2,2.19
6711,2024-04-30,30,191,87.12,No,Holiday,,Stable,Regular,13,833,7,13,42,2024-05-31,4357,7,38,66.42,31.76,29.3,469,2,1.05,7.26,0.7
6711,2024-04-30,30,191,87.12,No,Holiday,,Stable,Regular,13,833,7,13,42,2024-05-31,4357,7,21,36.29,54.13,31.78,413,3,8.63,9.36,1.12
6711,2024-04-30,30,191,87.12,No,Holiday,,Stable,Regular,56,966,7,4,199,2024-11-03,1572,1,38,66.42,31.76,29.3,469,2,1.05,7.26,0.7
6711,2024-04-30,30,191,87.12,No,Holiday,,Stable,Regular,56,966,7,4,199,2024-11-03,1572,1,21,36.29,54.13,31.78,413,3,8.63,9.36,1.12
2355,2024-03-10,70,371,37.69,No,,,Increasing,Premium,19,360,4,9,104,2024-07-13,2023,10,90,23.14,28.83,8.85,488,4,16.01,8.85,1.02
2355,2024-03-10,70,371,37.69,No,,,Increasing,Premium,19,360,4,9,104,2024-07-13,2023,10,83,29.77,43.34,34.24,203,3,9.81,6.71,2.3
2355,2024-03-10,70,371,37.69,No,,,Increasing,Premium,20,513,12,12,82,2024-05-20,3808,6,90,23.14,28.83,8.85,488,4,16.01,8.85,1.02
2355,2024-03-10,70,371,37.69,No,,,Increasing,Premium,20,513,12,12,82,2024-05-20,3808,6,83,29.77,43.34,34.24,203,3,9.81,6.71,2.3
2355,2024-03-10,70,371,37.69,No,,,Increasing,Premium,79,271,11,3,46,2024-06-18,1888,3,90,23.14,28.83,8.85,488,4,16.01,8.85,1.02
2355,2024-03-10,70,371,37.69,No,,,Increasing,Premium,79,271,11,3,46,2024-06-18,1888,3,83,29.77,43.34,34.24,203,3,9.81,6.71,2.3
8505,2024-06-24,97,92,50.79,No,Holiday,,Decreasing,Premium,48,495,24,16,77,2024-07-30,3544,12,78,65.93,82.24,34.7,266,4,17.36,5.99,2.25
1610,2024-04-17,21,115,71.72,Yes,,,Increasing,Budget,27,735,18,18,150,2024-02-10,3404,12,73,49.34,91.75,18.85,165,3,12.71,7.79,0.87
1610,2024-04-17,21,115,71.72,Yes,,,Increasing,Budget,27,735,18,18,150,2024-02-10,3404,12,66,29.91,97.24,1.55,317,2,11.95,3.84,1.19
3598,2024-06-20,92,2,64.99,Yes,Holiday,Economic Indicator,Decreasing,Regular,23,839,26,17,19,2024-11-01,3237,3,18,17.95,87.01,20.67,474,2,2.43,8.07,0.82
8166,2024-07-21,39,154,99.9,No,Holiday,Weather,Stable,Regular,42,114,26,3,191,2024-08-07,3507,4,54,37.31,36.98,12.64,359,4,9.22,3.57,2.23
8166,2024-07-21,39,154,99.9,No,Holiday,Weather,Stable,Regular,43,263,14,14,110,2024-06-02,4873,4,54,37.31,36.98,12.64,359,4,9.22,3.57,2.23
6295,2024-01-15,46,232,12.37,Yes,Holiday,,Decreasing,Regular,94,121,19,11,91,2024-08-12,1931,7,9,40.84,8.83,43.81,332,1,6.57,5.72,1.34
6295,2024-01-15,46,232,12.37,Yes,Holiday,,Decreasing,Regular,94,121,19,11,91,2024-08-12,1931,7,68,98.84,97.6,24.81,488,3,13.55,5.39,2.12
5877,2024-02-01,49,59,28.75,Yes,,Economic Indicator,Increasing,Regular,3,367,3,10,171,2024-01-14,4334,7,63,72.21,48.51,11.92,316,2,13.12,5.87,2.43
5877,2024-02-01,49,59,28.75,Yes,,Economic Indicator,Increasing,Regular,3,367,3,10,171,2024-01-14,4334,7,18,42.78,53.91,12.97,142,1,2.62,7.7,1.56
5877,2024-02-01,49,59,28.75,Yes,,Economic Indicator,Increasing,Regular,18,499,19,7,198,2024-04-02,3573,5,63,72.21,48.51,11.92,316,2,13.12,5.87,2.43
5877,2024-02-01,49,59,28.75,Yes,,Economic Indicator,Increasing,Regular,18,499,19,7,198,2024-04-02,3573,5,18,42.78,53.91,12.97,142,1,2.62,7.7,1.56
2226,2024-05-01,14,314,61.84,Yes,Holiday,Economic Indicator,Stable,Regular,42,22,18,16,119,2024-03-26,4781,4,84,23.49,41.06,7.43,214,2,8.23,7.41,2.21
3547,2024-04-12,30,24,11.63,No,Festival,Weather,Stable,Regular,31,127,14,4,184,2024-03-03,4480,1,93,37.98,14.44,49.96,337,4,19.83,9.94,1.61
3547,2024-04-12,30,24,11.63,No,Festival,Weather,Stable,Regular,82,451,18,2,138,2024-04-16,1905,9,93,37.98,14.44,49.96,337,4,19.83,9.94,1.61
3547,2024-04-12,30,24,11.63,No,Festival,Weather,Stable,Regular,30,556,4,8,88,2024-11-09,3255,14,93,37.98,14.44,49.96,337,4,19.83,9.94,1.61
6000,2024-05-29,84,17,45.58,No,Holiday,Economic Indicator,Stable,Budget,72,581,3,16,17,2024-04-15,4760,4,84,55.19,29.64,17.36,386,4,4.18,6.52,1.04
6000,2024-05-29,84,17,45.58,No,Holiday,Economic Indicator,Stable,Budget,91,201,26,16,188,2024-06-01,3817,1,84,55.19,29.64,17.36,386,4,4.18,6.52,1.04
3166,2024-11-03,43,169,83.87,Yes,Holiday,,Increasing,Budget,1,879,21,17,28,2024-11-18,2544,3,9,95.67,43.4,24.62,329,3,16.29,5.28,1.37
3166,2024-11-03,43,169,83.87,Yes,Holiday,,Increasing,Budget,1,879,21,17,28,2024-11-18,2544,3,1,64.23,33.26,12.75,413,3,17.5,4.79,0.95
3166,2024-11-03,43,169,83.87,Yes,Holiday,,Increasing,Budget,16,280,21,8,127,2024-06-28,2682,14,9,95.67,43.4,24.62,329,3,16.29,5.28,1.37
3166,2024-11-03,43,169,83.87,Yes,Holiday,,Increasing,Budget,16,280,21,8,127,2024-06-28,2682,14,1,64.23,33.26,12.75,413,3,17.5,4.79,0.95
4467,2024-08-04,14,389,39.67,Yes,Holiday,Competitor Pricing,Decreasing,Regular,79,617,8,18,93,2024-09-08,3574,13,34,98.94,31.19,36.44,120,3,2.26,1.03,1.95
4467,2024-08-04,14,389,39.67,Yes,Holiday,Competitor Pricing,Decreasing,Regular,79,617,8,18,93,2024-09-08,3574,13,35,20.49,19.07,4.44,72,1,18.04,7.56,1.77
4467,2024-08-04,14,389,39.67,Yes,Holiday,Competitor Pricing,Decreasing,Regular,91,380,17,12,14,2024-01-13,1103,9,34,98.94,31.19,36.44,120,3,2.26,1.03,1.95
4467,2024-08-04,14,389,39.67,Yes,Holiday,Competitor Pricing,Decreasing,Regular,91,380,17,12,14,2024-01-13,1103,9,35,20.49,19.07,4.44,72,1,18.04,7.56,1.77
3698,2024-02-05,31,454,75.56,Yes,Festival,,Increasing,Premium,66,480,13,12,48,2024-01-06,3575,9,56,60.5,12.65,19.69,364,2,9.6,2.51,2.13
4986,2024-11-20,22,255,69.69,No,Holiday,Weather,Stable,Premium,66,177,13,4,188,2024-08-21,3094,13,42,35.99,32.11,32.49,414,2,13.36,7.2,0.77
4986,2024-11-20,22,255,69.69,No,Holiday,Weather,Stable,Premium,68,461,11,13,100,2024-01-04,1552,4,42,35.99,32.11,32.49,414,2,13.36,7.2,0.77
4986,2024-11-20,22,255,69.69,No,Holiday,Weather,Stable,Premium,61,309,4,12,112,2024-06-03,2894,11,42,35.99,32.11,32.49,414,2,13.36,7.2,0.77
6598,2024-03-08,97,388,78.17,Yes,,Economic Indicator,Stable,Regular,36,901,13,10,164,2024-07-16,3181,3,24,86.38,61.56,35.67,344,4,0.19,9.64,2.14
6598,2024-03-08,97,388,78.17,Yes,,Economic Indicator,Stable,Regular,36,901,13,10,164,2024-07-16,3181,3,11,62.76,27.14,39.09,68,4,12.48,1.34,1.75
6598,2024-03-08,97,388,78.17,Yes,,Economic Indicator,Stable,Regular,27,531,5,18,22,2024-04-29,4479,2,24,86.38,61.56,35.67,344,4,0.19,9.64,2.14
6598,2024-03-08,97,388,78.17,Yes,,Economic Indicator,Stable,Regular,27,531,5,18,22,2024-04-29,4479,2,11,62.76,27.14,39.09,68,4,12.48,1.34,1.75
6898,2024-07-09,5,177,22.81,Yes,,Economic Indicator,Stable,Premium,80,574,27,9,77,2024-09-04,3226,10,35,44.45,56.9,11.69,411,2,16.7,1.42,1.6
1395,2024-12-11,9,342,23.41,No,Holiday,Competitor Pricing,Decreasing,Regular,72,141,17,6,175,2024-12-19,1534,10,64,79.4,13.71,33.04,481,4,12.51,3.82,1.1
1395,2024-12-11,9,342,23.41,No,Holiday,Competitor Pricing,Decreasing,Regular,72,141,17,6,175,2024-12-19,1534,10,43,93.13,47.85,0.02,241,1,1.27,4.71,1.19
1395,2024-12-11,9,342,23.41,No,Holiday,Competitor Pricing,Decreasing,Regular,79,161,8,17,41,2024-06-23,2560,5,64,79.4,13.71,33.04,481,4,12.51,3.82,1.1
1395,2024-12-11,9,342,23.41,No,Holiday,Competitor Pricing,Decreasing,Regular,79,161,8,17,41,2024-06-23,2560,5,43,93.13,47.85,0.02,241,1,1.27,4.71,1.19
3386,2024-06-29,39,38,5.3,Yes,,,Increasing,Budget,36,114,27,12,160,2024-03-08,4906,1,91,26.34,35.39,48.36,419,3,6.66,1.34,2.13
3386,2024-06-29,39,38,5.3,Yes,,,Increasing,Budget,36,114,27,12,160,2024-03-08,4906,1,1,69.18,85.97,5.8,361,1,3.0,9.89,2.32
3386,2024-06-29,39,38,5.3,Yes,,,Increasing,Budget,36,114,27,12,160,2024-03-08,4906,1,47,20.76,21.15,5.37,399,1,6.33,2.18,2.31
1912,2024-07-09,97,147,89.24,Yes,Festival,,Decreasing,Premium,7,51,1,3,43,2024-09-11,4215,5,97,97.13,9.16,23.56,141,4,4.22,6.63,2.36
1912,2024-07-09,97,147,89.24,Yes,Festival,,Decreasing,Premium,7,51,1,3,43,2024-09-11,4215,5,70,44.04,60.64,46.49,421,2,5.96,5.63,1.17
1912,2024-07-09,97,147,89.24,Yes,Festival,,Decreasing,Premium,7,51,1,3,43,2024-09-11,4215,5,68,54.36,5.89,6.56,23,1,17.7,1.52,1.45
7099,2024-12-05,19,444,91.55,No,,,Decreasing,Budget,59,859,6,14,52,2024-11-09,4052,11,97,20.67,59.97,47.37,184,4,2.69,8.44,1.31
1879,2024-08-27,19,135,34.24,No,,Competitor Pricing,Decreasing,Budget,47,520,11,6,78,2024-01-06,1262,11,84,15.49,56.81,18.94,328,3,7.28,2.79,2.3
1879,2024-08-27,19,135,34.24,No,,Competitor Pricing,Decreasing,Budget,47,520,11,6,78,2024-01-06,1262,11,41,13.94,56.39,28.16,141,3,0.8,2.8,0.94
3015,2024-03-07,90,174,48.86,No,Holiday,Economic Indicator,Stable,Regular,3,983,3,7,142,2024-07-01,2391,14,86,75.1,49.18,2.0,146,3,10.92,3.83,0.68
3462,2024-01-24,27,93,72.78,Yes,,Competitor Pricing,Stable,Budget,89,896,9,18,148,2024-10-17,1109,10,1,17.09,66.71,3.23,58,1,9.13,4.32,1.86
8413,2024-11-24,17,165,23.76,No,Holiday,Weather,Decreasing,Premium,57,845,19,13,141,2024-06-01,2049,5,37,37.97,22.82,5.75,131,3,4.82,3.03,1.98
4762,2024-07-02,81,47,99.58,No,Holiday,Weather,Decreasing,Budget,50,105,23,7,148,2024-10-24,2431,12,25,34.21,91.72,22.78,41,4,0.67,6.34,1.26
4762,2024-07-02,81,47,99.58,No,Holiday,Weather,Decreasing,Budget,54,900,24,7,83,2024-01-06,4973,1,25,34.21,91.72,22.78,41,4,0.67,6.34,1.26
6215,2024-07-02,10,480,68.93,Yes,Festival,,Increasing,Regular,89,167,18,19,56,2024-09-17,1304,14,99,12.61,59.79,8.77,324,2,11.21,1.17,0.86
4711,2024-11-24,27,164,78.3,No,,Competitor Pricing,Increasing,Regular,37,744,26,16,107,2024-03-03,4104,13,75,74.09,55.23,39.72,262,3,17.8,5.62,0.9
4711,2024-11-24,27,164,78.3,No,,Competitor Pricing,Increasing,Regular,37,744,26,16,107,2024-03-03,4104,13,47,35.44,48.26,49.55,196,2,4.74,6.36,1.97
4711,2024-11-24,27,164,78.3,No,,Competitor Pricing,Increasing,Regular,37,744,26,16,107,2024-03-03,4104,13,40,26.21,48.23,25.06,228,2,13.92,5.53,1.46
